Hari;Lama_menginap;Tanggal;Bulan;Tahun;Jenis Kamar;Harga;Demand
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;13;8;2020;Standard Queen Room;468;52
Weekday;1;12;8;2020;Standard Queen Room;468;52
Weekday;1;11;8;2020;Standard Queen Room;468;52
Weekday;1;11;8;2020;Standard Queen Room;468;52
Weekday;1;11;8;2020;Standard Queen Room;468;52
Weekday;2;6;11;2020;Standard Queen Room;468;52
Weekday;2;2;11;2020;Standard Queen Room;468;52
Weekday;2;23;10;2020;Standard Queen Room;468;52
Weekday;2;20;10;2020;Standard Queen Room;468;52
Weekday;2;11;8;2020;Standard Queen Room;468;52
Weekday;2;11;8;2020;Standard Queen Room;468;52
Weekday;3;20;10;2020;Standard Queen Room;468;52
Weekday;3;12;8;2020;Standard Queen Room;468;52
Weekday;3;10;8;2020;Standard Queen Room;468;52
Weekday;1;5;11;2020;Standard Twin Room;468;32
Weekday;1;23;10;2020;Standard Twin Room;468;32
Weekday;1;22;10;2020;Standard Twin Room;468;32
Weekday;1;7;9;2020;Standard Twin Room;468;32
Weekday;1;4;9;2020;Standard Twin Room;468;32
Weekday;1;4;9;2020;Standard Twin Room;468;32
Weekday;1;3;9;2020;Standard Twin Room;468;32
Weekday;1;3;9;2020;Standard Twin Room;468;32
Weekday;1;2;9;2020;Standard Twin Room;468;32
Weekday;1;2;9;2020;Standard Twin Room;468;32
Weekday;1;1;9;2020;Standard Twin Room;468;32
Weekday;1;1;9;2020;Standard Twin Room;468;32
Weekday;1;1;9;2020;Standard Twin Room;468;32
Weekday;1;13;8;2020;Standard Twin Room;468;32
Weekday;1;13;8;2020;Standard Twin Room;468;32
Weekday;1;13;8;2020;Standard Twin Room;468;32
Weekday;1;13;8;2020;Standard Twin Room;468;32
Weekday;1;13;8;2020;Standard Twin Room;468;32
Weekday;1;12;8;2020;Standard Twin Room;468;32
Weekday;1;12;8;2020;Standard Twin Room;468;32
Weekday;1;11;8;2020;Standard Twin Room;468;32
Weekday;1;10;8;2020;Standard Twin Room;468;32
Weekday;1;10;8;2020;Standard Twin Room;468;32
Weekday;2;6;11;2020;Standard Twin Room;468;32
Weekday;2;5;11;2020;Standard Twin Room;468;32
Weekday;2;2;9;2020;Standard Twin Room;468;32
Weekday;3;13;8;2020;Standard Twin Room;468;32
Weekday;1;16;1;2020;Standard Queen Room;467;6
Weekday;1;15;1;2020;Standard Queen Room;467;6
Weekday;1;15;1;2020;Standard Queen Room;467;6
Weekday;1;13;1;2020;Standard Queen Room;467;6
Weekday;1;13;1;2020;Standard Queen Room;467;6
Weekday;1;13;1;2020;Standard Queen Room;467;6
Weekend;1;26;4;2020;Standard Queen Room;465;4
Weekend;1;25;4;2020;Standard Queen Room;465;4
Weekend;2;25;4;2020;Standard Queen Room;465;4
Weekday;1;25;11;2020;Standard Queen Room;465;24
Weekday;1;25;11;2020;Standard Queen Room;465;24
Weekday;1;23;11;2020;Standard Queen Room;465;24
Weekday;1;12;11;2020;Standard Queen Room;465;24
Weekday;1;11;11;2020;Standard Queen Room;465;24
Weekday;1;10;11;2020;Standard Queen Room;465;24
Weekday;1;18;9;2020;Standard Queen Room;465;24
Weekday;1;17;9;2020;Standard Queen Room;465;24
Weekday;1;11;9;2020;Standard Queen Room;465;24
Weekday;1;10;9;2020;Standard Queen Room;465;24
Weekday;1;10;9;2020;Standard Queen Room;465;24
Weekday;1;8;9;2020;Standard Queen Room;465;24
Weekday;1;25;11;2020;Standard Queen Room;465;24
Weekday;1;18;11;2020;Standard Queen Room;465;24
Weekday;2;27;11;2020;Standard Queen Room;465;24
Weekday;2;23;11;2020;Standard Queen Room;465;24
Weekday;2;10;11;2020;Standard Queen Room;465;24
Weekday;2;18;9;2020;Standard Queen Room;465;24
Weekday;2;8;9;2020;Standard Queen Room;465;24
Weekday;3;10;9;2020;Standard Queen Room;465;24
Weekday;3;9;9;2020;Standard Queen Room;465;24
Weekday;1;9;11;2020;Standard Twin Room;465;16
Weekday;1;9;11;2020;Standard Twin Room;465;16
Weekday;1;17;9;2020;Standard Twin Room;465;16
Weekday;1;11;9;2020;Standard Twin Room;465;16
Weekday;1;9;9;2020;Standard Twin Room;465;16
Weekday;1;9;9;2020;Standard Twin Room;465;16
Weekday;1;8;9;2020;Standard Twin Room;465;16
Weekday;1;8;9;2020;Standard Twin Room;465;16
Weekday;1;8;9;2020;Standard Twin Room;465;16
Weekday;1;8;9;2020;Standard Twin Room;465;16
Weekday;2;15;9;2020;Standard Twin Room;465;16
Weekday;4;9;9;2020;Standard Twin Room;465;16
Weekday;2;25;11;2019;Standard Queen Room;465;2
Weekday;1;21;7;2020;Standard Queen Room;464;11
Weekday;1;17;7;2020;Standard Queen Room;464;11
Weekday;1;16;7;2020;Standard Queen Room;464;11
Weekday;1;15;7;2020;Standard Queen Room;464;11
Weekday;2;23;7;2020;Standard Queen Room;464;11
Weekday;2;20;7;2020;Standard Queen Room;464;11
Weekday;3;24;7;2020;Standard Queen Room;464;11
Weekday;1;22;7;2020;Standard Twin Room;464;3
Weekday;2;15;7;2020;Standard Twin Room;464;3
Weekend;2;19;1;2020;Standard Queen Room;464;2
Weekday;1;16;11;2020;Standard Queen Room;462;8
Weekday;1;22;9;2020;Standard Queen Room;462;8
Weekday;1;21;9;2020;Standard Queen Room;462;8
Weekday;1;21;9;2020;Standard Queen Room;462;8
Weekday;2;19;11;2020;Standard Queen Room;462;8
Weekday;2;16;11;2020;Standard Queen Room;462;8
Weekday;1;14;7;2020;Standard Queen Room;461;11
Weekday;1;14;7;2020;Standard Queen Room;461;11
Weekday;1;10;7;2020;Standard Queen Room;461;11
Weekday;1;10;7;2020;Standard Queen Room;461;11
Weekday;1;9;7;2020;Standard Queen Room;461;11
Weekday;1;9;7;2020;Standard Queen Room;461;11
Weekday;1;8;7;2020;Standard Queen Room;461;11
Weekday;2;13;7;2020;Standard Queen Room;461;11
Weekday;2;13;7;2020;Standard Queen Room;461;11
Weekday;1;13;7;2020;Standard Twin Room;461;2
Weekday;1;10;7;2020;Standard Twin Room;461;2
Weekday;1;15;11;2019;Standard Queen Room;461;166
Weekday;1;12;11;2019;Standard Queen Room;461;166
Weekday;1;12;11;2019;Standard Queen Room;461;166
Weekday;1;11;11;2019;Standard Queen Room;461;166
Weekday;1;11;11;2019;Standard Queen Room;461;166
Weekday;1;11;11;2019;Standard Queen Room;461;166
Weekday;1;8;11;2019;Standard Queen Room;461;166
Weekday;1;5;11;2019;Standard Queen Room;461;166
Weekday;1;4;11;2019;Standard Queen Room;461;166
Weekday;1;4;11;2019;Standard Queen Room;461;166
Weekday;1;1;11;2019;Standard Queen Room;461;166
Weekday;1;30;10;2019;Standard Queen Room;461;166
Weekday;1;30;10;2019;Standard Queen Room;461;166
Weekday;1;28;10;2019;Standard Queen Room;461;166
Weekday;1;28;10;2019;Standard Queen Room;461;166
Weekday;1;28;10;2019;Standard Queen Room;461;166
Weekday;1;23;10;2019;Standard Queen Room;461;166
Weekday;1;22;10;2019;Standard Queen Room;461;166
Weekday;1;21;10;2019;Standard Queen Room;461;166
Weekday;1;21;10;2019;Standard Queen Room;461;166
Weekday;1;11;10;2019;Standard Queen Room;461;166
Weekday;1;4;10;2019;Standard Queen Room;461;166
Weekday;1;3;10;2019;Standard Queen Room;461;166
Weekday;1;2;10;2019;Standard Queen Room;461;166
Weekday;1;1;10;2019;Standard Queen Room;461;166
Weekday;1;25;9;2019;Standard Queen Room;461;166
Weekday;1;23;9;2019;Standard Queen Room;461;166
Weekday;1;16;9;2019;Standard Queen Room;461;166
Weekday;1;14;9;2019;Standard Queen Room;461;166
Weekday;1;13;9;2019;Standard Queen Room;461;166
Weekday;1;12;9;2019;Standard Queen Room;461;166
Weekday;1;11;9;2019;Standard Queen Room;461;166
Weekday;1;10;9;2019;Standard Queen Room;461;166
Weekday;1;9;9;2019;Standard Queen Room;461;166
Weekday;1;6;9;2019;Standard Queen Room;461;166
Weekday;1;5;9;2019;Standard Queen Room;461;166
Weekday;1;4;9;2019;Standard Queen Room;461;166
Weekday;1;3;9;2019;Standard Queen Room;461;166
Weekday;1;2;9;2019;Standard Queen Room;461;166
Weekday;1;22;8;2019;Standard Queen Room;461;166
Weekday;1;21;8;2019;Standard Queen Room;461;166
Weekday;1;19;8;2019;Standard Queen Room;461;166
Weekday;1;16;8;2019;Standard Queen Room;461;166
Weekday;1;15;8;2019;Standard Queen Room;461;166
Weekday;1;13;8;2019;Standard Queen Room;461;166
Weekday;1;13;8;2019;Standard Queen Room;461;166
Weekday;1;12;8;2019;Standard Queen Room;461;166
Weekday;1;12;8;2019;Standard Queen Room;461;166
Weekday;1;12;8;2019;Standard Queen Room;461;166
Weekday;1;9;8;2019;Standard Queen Room;461;166
Weekday;1;8;8;2019;Standard Queen Room;461;166
Weekday;1;7;8;2019;Standard Queen Room;461;166
Weekday;1;6;8;2019;Standard Queen Room;461;166
Weekday;1;29;7;2019;Standard Queen Room;461;166
Weekday;1;25;7;2019;Standard Queen Room;461;166
Weekday;1;24;7;2019;Standard Queen Room;461;166
Weekday;1;23;7;2019;Standard Queen Room;461;166
Weekday;1;15;7;2019;Standard Queen Room;461;166
Weekday;1;8;7;2019;Standard Queen Room;461;166
Weekday;1;5;7;2019;Standard Queen Room;461;166
Weekday;1;4;7;2019;Standard Queen Room;461;166
Weekday;1;3;7;2019;Standard Queen Room;461;166
Weekday;1;3;7;2019;Standard Queen Room;461;166
Weekday;1;1;7;2019;Standard Queen Room;461;166
Weekday;1;14;6;2019;Standard Queen Room;461;166
Weekday;1;13;6;2019;Standard Queen Room;461;166
Weekday;1;12;6;2019;Standard Queen Room;461;166
Weekday;1;7;6;2019;Standard Queen Room;461;166
Weekday;1;6;6;2019;Standard Queen Room;461;166
Weekday;1;5;6;2019;Standard Queen Room;461;166
Weekday;1;3;6;2019;Standard Queen Room;461;166
Weekday;1;27;5;2019;Standard Queen Room;461;166
Weekday;1;24;5;2019;Standard Queen Room;461;166
Weekday;1;17;5;2019;Standard Queen Room;461;166
Weekday;1;15;5;2019;Standard Queen Room;461;166
Weekday;1;13;5;2019;Standard Queen Room;461;166
Weekday;1;10;5;2019;Standard Queen Room;461;166
Weekday;1;9;5;2019;Standard Queen Room;461;166
Weekday;1;7;5;2019;Standard Queen Room;461;166
Weekday;1;17;4;2019;Standard Queen Room;461;166
Weekday;1;12;4;2019;Standard Queen Room;461;166
Weekday;1;11;4;2019;Standard Queen Room;461;166
Weekday;1;10;4;2019;Standard Queen Room;461;166
Weekday;1;9;4;2019;Standard Queen Room;461;166
Weekday;1;5;4;2019;Standard Queen Room;461;166
Weekday;1;19;3;2019;Standard Queen Room;461;166
Weekday;1;13;3;2019;Standard Queen Room;461;166
Weekday;1;13;3;2019;Standard Queen Room;461;166
Weekday;1;12;3;2019;Standard Queen Room;461;166
Weekday;1;8;3;2019;Standard Queen Room;461;166
Weekday;1;5;3;2019;Standard Queen Room;461;166
Weekday;1;1;3;2019;Standard Queen Room;461;166
Weekday;1;30;2;2019;Standard Queen Room;461;166
Weekday;1;25;2;2019;Standard Queen Room;461;166
Weekday;1;22;2;2019;Standard Queen Room;461;166
Weekday;1;19;2;2019;Standard Queen Room;461;166
Weekday;1;19;2;2019;Standard Queen Room;461;166
Weekday;1;18;2;2019;Standard Queen Room;461;166
Weekday;1;28;1;2019;Standard Queen Room;461;166
Weekday;1;25;1;2019;Standard Queen Room;461;166
Weekday;1;23;1;2019;Standard Queen Room;461;166
Weekday;1;22;1;2019;Standard Queen Room;461;166
Weekday;1;21;1;2019;Standard Queen Room;461;166
Weekday;1;18;1;2019;Standard Queen Room;461;166
Weekday;1;15;1;2019;Standard Queen Room;461;166
Weekday;1;2;1;2019;Standard Queen Room;461;166
Weekday;2;15;11;2019;Standard Queen Room;461;166
Weekday;2;13;11;2019;Standard Queen Room;461;166
Weekday;2;8;11;2019;Standard Queen Room;461;166
Weekday;2;6;11;2019;Standard Queen Room;461;166
Weekday;2;6;11;2019;Standard Queen Room;461;166
Weekday;2;6;11;2019;Standard Queen Room;461;166
Weekday;2;5;11;2019;Standard Queen Room;461;166
Weekday;2;1;11;2019;Standard Queen Room;461;166
Weekday;2;1;11;2019;Standard Queen Room;461;166
Weekday;2;30;10;2019;Standard Queen Room;461;166
Weekday;2;30;10;2019;Standard Queen Room;461;166
Weekday;2;28;10;2019;Standard Queen Room;461;166
Weekday;2;25;10;2019;Standard Queen Room;461;166
Weekday;2;25;10;2019;Standard Queen Room;461;166
Weekday;2;25;10;2019;Standard Queen Room;461;166
Weekday;2;9;10;2019;Standard Queen Room;461;166
Weekday;2;8;10;2019;Standard Queen Room;461;166
Weekday;2;7;10;2019;Standard Queen Room;461;166
Weekday;2;27;9;2019;Standard Queen Room;461;166
Weekday;2;20;3;2019;Standard Queen Room;461;166
Weekday;2;19;3;2019;Standard Queen Room;461;166
Weekday;2;7;3;2019;Standard Queen Room;461;166
Weekday;2;6;3;2019;Standard Queen Room;461;166
Weekday;2;2;1;2019;Standard Queen Room;461;166
Weekday;3;8;11;2019;Standard Queen Room;461;166
Weekday;3;28;10;2019;Standard Queen Room;461;166
Weekday;3;23;10;2019;Standard Queen Room;461;166
Weekday;3;19;9;2019;Standard Queen Room;461;166
Weekday;1;14;10;2019;Standard Twin Room;461;28
Weekday;1;11;6;2019;Standard Twin Room;461;28
Weekday;1;10;6;2019;Standard Twin Room;461;28
Weekday;1;4;6;2019;Standard Twin Room;461;28
Weekday;1;8;5;2019;Standard Twin Room;461;28
Weekday;1;15;4;2019;Standard Twin Room;461;28
Weekday;1;8;4;2019;Standard Twin Room;461;28
Weekday;1;12;3;2019;Standard Twin Room;461;28
Weekday;1;12;3;2019;Standard Twin Room;461;28
Weekday;1;5;3;2019;Standard Twin Room;461;28
Weekday;1;4;3;2019;Standard Twin Room;461;28
Weekday;1;30;2;2019;Standard Twin Room;461;28
Weekday;1;28;2;2019;Standard Twin Room;461;28
Weekday;1;27;2;2019;Standard Twin Room;461;28
Weekday;1;21;2;2019;Standard Twin Room;461;28
Weekday;1;20;2;2019;Standard Twin Room;461;28
Weekday;1;24;1;2019;Standard Twin Room;461;28
Weekday;1;17;1;2019;Standard Twin Room;461;28
Weekday;1;8;1;2019;Standard Twin Room;461;28
Weekday;1;3;1;2019;Standard Twin Room;461;28
Weekday;2;14;10;2019;Standard Twin Room;461;28
Weekday;3;17;10;2019;Standard Twin Room;461;28
Weekday;3;14;3;2019;Standard Twin Room;461;28
Weekday;1;30;9;2020;Standard Queen Room;460;9
Weekday;1;30;9;2020;Standard Queen Room;460;9
Weekday;1;29;9;2020;Standard Queen Room;460;9
Weekday;1;28;9;2020;Standard Queen Room;460;9
Weekday;1;25;9;2020;Standard Queen Room;460;9
Weekday;1;23;9;2020;Standard Queen Room;460;9
Weekday;1;23;9;2020;Standard Queen Room;460;9
Weekday;2;24;9;2020;Standard Queen Room;460;9
Weekday;1;28;9;2020;Standard Twin Room;460;5
Weekday;1;25;9;2020;Standard Twin Room;460;5
Weekday;1;24;9;2020;Standard Twin Room;460;5
Weekday;2;29;9;2020;Standard Twin Room;460;5
Weekday;1;1;5;2020;Standard Queen Room;447;2
Weekday;1;28;4;2020;Standard Queen Room;447;2
Weekday;1;3;2;2020;Standard Queen Room;445;20
Weekday;2;18;2;2020;Standard Queen Room;445;20
Weekday;2;14;2;2020;Standard Queen Room;445;20
Weekday;2;13;2;2020;Standard Queen Room;445;20
Weekday;2;5;2;2020;Standard Queen Room;445;20
Weekday;2;29;1;2020;Standard Queen Room;445;20
Weekday;2;21;1;2020;Standard Queen Room;445;20
Weekday;3;24;1;2020;Standard Queen Room;445;20
Weekday;4;7;2;2020;Standard Queen Room;445;20
Weekend;1;29;12;2019;Standard Queen Room;423;1
Weekday;1;30;12;2019;Standard Queen Room;400;4
Weekday;1;25;12;2019;Standard Queen Room;400;4
Weekday;1;25;12;2019;Standard Queen Room;400;4
Weekday;1;25;12;2019;Standard Queen Room;400;4
Weekend;1;7;12;2019;Standard Queen Room;399;3
Weekend;2;1;12;2019;Standard Queen Room;399;3
Weekday;1;6;12;2019;Standard Queen Room;369;4
Weekday;1;5;12;2019;Standard Queen Room;369;4
Weekday;1;3;12;2019;Standard Queen Room;369;4
Weekday;1;2;12;2019;Standard Queen Room;369;4
Weekday;1;4;12;2019;Standard Twin Room;369;1
Weekday;1;12;12;2019;Standard Queen Room;366;5
Weekday;2;13;12;2019;Standard Queen Room;366;5
Weekday;2;11;12;2019;Standard Queen Room;366;5
Weekday;1;13;12;2019;Standard Twin Room;366;2
Weekday;1;9;12;2019;Standard Twin Room;366;2
Weekday;1;9;1;2020;Standard Queen Room;323;8
Weekday;1;9;1;2020;Standard Queen Room;323;8
Weekday;1;8;1;2020;Standard Queen Room;323;8
Weekday;1;3;1;2020;Standard Queen Room;323;8
Weekday;1;2;1;2020;Standard Queen Room;323;8
Weekday;1;2;1;2020;Standard Queen Room;323;8
Weekday;2;10;1;2020;Standard Queen Room;323;8
Weekend;1;22;12;2019;Standard Queen Room;307;4
Weekend;1;21;12;2019;Standard Queen Room;307;4
Weekend;2;21;12;2019;Standard Queen Room;307;4
Weekend;3;14;12;2019;Standard Twin Room;303;7
Weekend;4;14;12;2019;Standard Twin Room;303;7
Weekday;1;19;12;2019;Standard Queen Room;291;6
Weekday;1;18;12;2019;Standard Queen Room;291;6
Weekday;1;17;12;2019;Standard Queen Room;291;6
Weekday;1;16;12;2019;Standard Queen Room;291;6
Weekday;2;20;12;2019;Standard Queen Room;291;6
